exporter_code,year,exporter_name,exporter_iso3,import_value_kusd,quantity_tons,importer_code,importer_name,importer_iso3,product_code,product_description,US,Post2018,US_Post2018,ln_import_value,asinh_import_value
196,2023,Cyprus,CYP,0.0,0.0,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,1,0,0.0,0.0
196,2024,Cyprus,CYP,0.0,0.0,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,1,0,0.0,0.0
203,2008,Czechia,CZE,0.0,0.0,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,0,0,0.0,0.0
203,2009,Czechia,CZE,470.81,4.764,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,0,0,6.156576362170743,6.847602924003393
203,2010,Czechia,CZE,83.539,8.141,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,0,0,4.437212966348551,5.118496590278607
203,2011,Czechia,CZE,781.542,1.459,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,0,0,6.66254759509531,7.354416481073423
203,2012,Czechia,CZE,1839.224,0.986,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,0,0,7.51764258232386,8.210246276980053
203,2013,Czechia,CZE,590.64,4.133,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,0,0,6.382898341803169,7.074354591938952
203,2014,Czechia,CZE,1620.261,5.873,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,0,0,7.39095952049584,8.083489802149654
203,2015,Czechia,CZE,452.834,5.252,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,0,0,6.117731492412676,6.808674012130428
203,2016,Czechia,CZE,172.893,1.943,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,0,0,5.1584401675310865,5.845828449939414
203,2017,Czechia,CZE,1566.545,6.342,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,0,0,7.357265980228976,8.049775118871706
203,2018,Czechia,CZE,241.197,2.497,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,1,0,5.489751444584806,6.178765504802242
203,2019,Czechia,CZE,1791.584,6.821,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,1,0,7.491413433300476,8.184002682175468
203,2020,Czechia,CZE,5458.537,16.54,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,1,0,8.605119266608554,9.29808327306677
203,2021,Czechia,CZE,7065.22,26.362,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,1,0,8.863080962447142,9.556086619621706
203,2022,Czechia,CZE,1110.856,4.233,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,1,0,7.0137859700222664,7.706033551430752
203,2023,Czechia,CZE,1671.19,6.683,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,1,0,7.421889423552161,8.114438496573579
203,2024,Czechia,CZE,2792.679,3.935,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,1,0,7.935114644168695,8.627903841772703
208,2008,Denmark,DNK,494.792,21.625,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,0,0,6.2061564839323875,6.8972856739593205
208,2009,Denmark,DNK,71.198,0.242,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,0,0,4.27941234468408,4.958661222930083
208,2010,Denmark,DNK,41.998,0.538,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,0,0,3.7611536029839563,4.430910885391792
208,2011,Denmark,DNK,0.0,0.0,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,0,0,0.0,0.0
208,2012,Denmark,DNK,1.727,0.335,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,0,0,1.0032021038634515,1.3144297281719823
208,2013,Denmark,DNK,0.013,0.002,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,0,0,0.01291622526654623,0.012999633861177508
208,2014,Denmark,DNK,3.077,0.017,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,0,0,1.4053614238371164,1.8425187888788916
208,2015,Denmark,DNK,64.331,0.247,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,0,0,4.179466655638923,4.857249213923892
208,2016,Denmark,DNK,69.13,1.16,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,0,0,4.250350662548819,4.929188279083665
208,2017,Denmark,DNK,0.0,0.0,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,0,0,0.0,0.0
208,2018,Denmark,DNK,29.832,0.669,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,1,0,3.4285531116720107,4.08900962035899
208,2019,Denmark,DNK,137.826,0.223,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,1,0,4.933221350415251,5.6191523609883545
208,2020,Denmark,DNK,29.494,0.13,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,1,0,3.4175299429497152,4.077621300242359
208,2021,Denmark,DNK,0.0,0.0,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,1,0,0.0,0.0
208,2022,Denmark,DNK,205.293,0.39,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,1,0,5.32929748833333,6.0175913393779155
208,2023,Denmark,DNK,4.241,1.0,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,1,0,1.6565123198200291,2.151564745652191
208,2024,Denmark,DNK,0.0,0.0,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,1,0,0.0,0.0
233,2008,Estonia,EST,0.0,0.0,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,0,0,0.0,0.0
233,2009,Estonia,EST,0.0,0.0,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,0,0,0.0,0.0
233,2010,Estonia,EST,0.0,0.0,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,0,0,0.0,0.0
233,2011,Estonia,EST,0.0,0.0,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,0,0,0.0,0.0
233,2012,Estonia,EST,4.435,0.823,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,0,0,1.6928595205731727,2.195149307241678
233,2013,Estonia,EST,0.0,0.0,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,0,0,0.0,0.0
233,2014,Estonia,EST,0.0,0.0,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,0,0,0.0,0.0
233,2015,Estonia,EST,0.0,0.0,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,0,0,0.0,0.0
233,2016,Estonia,EST,0.456,1.6,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,0,0,0.3756929497744942,0.4415150418004598
233,2017,Estonia,EST,0.0,0.0,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,0,0,0.0,0.0
233,2018,Estonia,EST,0.0,0.0,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,1,0,0.0,0.0
233,2019,Estonia,EST,0.0,0.0,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,1,0,0.0,0.0
233,2020,Estonia,EST,50.001,1.295,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,1,0,3.9318452403752318,4.605290166792746
233,2021,Estonia,EST,0.0,0.0,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,1,0,0.0,0.0
233,2022,Estonia,EST,0.0,0.0,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,1,0,0.0,0.0
233,2023,Estonia,EST,0.0,0.0,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,1,0,0.0,0.0
233,2024,Estonia,EST,0.0,0.0,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,1,0,0.0,0.0
246,2008,Finland,FIN,444.994,1.409,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,0,0,6.100305499014775,6.791209241987734
246,2009,Finland,FIN,270.514,1.024,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,0,0,5.604013703422074,6.293474449832591
246,2010,Finland,FIN,2388.718,5.033,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,0,0,7.7789306463321966,8.471659323710746
246,2011,Finland,FIN,3112.554,5.089,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,0,0,8.04352011798738,8.73634609638514
246,2012,Finland,FIN,6047.498,18.019,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,0,0,8.707565255739354,9.400547099164688
246,2013,Finland,FIN,4038.995,17.808,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,0,0,8.303998733330667,8.99689837351716
246,2014,Finland,FIN,3445.784,14.555,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,0,0,8.145196901368067,8.838053935368977
246,2015,Finland,FIN,1166.285,4.752,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,0,0,7.062435818409002,7.754726126782953
246,2016,Finland,FIN,2362.747,10.914,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,0,0,7.76800335080211,8.460727429509607
246,2017,Finland,FIN,5339.847,20.637,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,0,0,8.583139533608543,9.276099469185958
246,2018,Finland,FIN,5988.559,22.132,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,1,0,8.697773065694703,9.390753282086727
246,2019,Finland,FIN,6741.38,17.087,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,1,0,8.816168257302671,9.509167116783823
246,2020,Finland,FIN,9190.501,27.489,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,1,0,9.12603453171909,9.81907291316156
246,2021,Finland,FIN,13410.918,41.59,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,1,0,9.503898993639604,10.196971612258503
246,2022,Finland,FIN,13531.91,61.662,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,1,0,9.512879775644283,10.205953060902141
246,2023,Finland,FIN,20643.728,60.914,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,1,0,9.935215263130468,10.628314004587256
246,2024,Finland,FIN,23530.854,69.841,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,1,0,10.066110271647574,10.759214956166893
251,2008,France,FRA,6640.973,19.739,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,0,0,8.80116433688778,9.49416095410824
251,2009,France,FRA,6423.544,24.855,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,0,0,8.767880934482088,9.460872455915219
251,2010,France,FRA,12176.124,55.734,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,0,0,9.407314388587293,10.100379446264268
251,2011,France,FRA,17840.717,63.32,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,0,0,9.789294645897424,10.48238577725473
251,2012,France,FRA,13351.455,55.002,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,0,0,9.499455542052845,10.192527828615978
251,2013,France,FRA,22002.578,297.041,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,0,0,9.99896035548023,10.692062088369735
251,2014,France,FRA,16481.515,76.073,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,0,0,9.71005540104316,10.403141910330126
251,2015,France,FRA,19812.963,83.441,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,0,0,9.894142170164724,10.587238880628558
251,2016,France,FRA,23291.984,159.353,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,0,0,10.055907478329475,10.749011727046401
251,2017,France,FRA,20478.642,72.921,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,0,0,9.92718659853191,10.620284949517252
251,2018,France,FRA,18936.418,75.567,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,1,0,9.848895032209347,10.541989406563033
251,2019,France,FRA,19248.648,56.476,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,1,0,9.86524805383446,10.55834328471788
251,2020,France,FRA,25637.696,130.759,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,1,0,10.151858051706972,10.844966228342901
251,2021,France,FRA,20681.779,82.829,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,1,0,9.937056700638529,10.6301555312119
251,2022,France,FRA,20903.216,70.462,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,1,0,9.947706140097695,10.640805482845453
251,2023,France,FRA,41203.074,140.038,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,1,0,10.626292413944112,11.319415324911997
251,2024,France,FRA,37218.957,109.805,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,1,0,10.524600374902722,11.21772068797551
276,2008,Germany,DEU,274547.953,1376.826,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,0,0,12.522884859186727,13.216028397405662
276,2009,Germany,DEU,331996.601,2053.731,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,0,0,12.712883021968905,13.406027190456625
276,2010,Germany,DEU,829258.013,3232.229,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,0,0,13.628287825607634,14.32143380027137
276,2011,Germany,DEU,1521180.878,4509.446,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,0,0,14.234998142001832,14.928144665178081
276,2012,Germany,DEU,267714.632,1791.185,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,0,0,12.497680621527914,13.19082406677765
276,2013,Germany,DEU,138314.462,1004.364,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,0,0,11.837292311837487,12.530432262534674
276,2014,Germany,DEU,148247.422,1186.786,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,0,0,11.906644672621198,12.599785107735405
276,2015,Germany,DEU,151605.315,1280.235,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,0,0,11.929042406995658,12.62218299151342
276,2016,Germany,DEU,271092.805,2141.682,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,0,0,12.510220183879294,13.20336367567578
276,2017,Germany,DEU,500351.743,3825.273,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,0,0,13.123068614666062,13.816213796634985
276,2018,Germany,DEU,490584.615,3320.449,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,1,0,13.10335508913735,13.796500231316067
276,2019,Germany,DEU,519427.553,5025.004,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,1,0,13.160484549745645,13.853629805112076
276,2020,Germany,DEU,351647.749,2544.725,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,1,0,12.770388084215263,13.463532421026398
276,2021,Germany,DEU,503901.198,3104.618,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,1,0,13.130137476635758,13.823282672682637
276,2022,Germany,DEU,293861.49,1585.574,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,1,0,12.590867215816756,13.28401099342163
276,2023,Germany,DEU,247913.13,1179.012,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,1,0,12.420837715188748,13.113980862089907
276,2024,Germany,DEU,400828.764,1302.107,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,1,0,12.90129208747259,13.59443677320627
300,2008,Greece,GRC,0.0,0.0,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,0,0,0.0,0.0
300,2009,Greece,GRC,0.0,0.0,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,0,0,0.0,0.0
300,2010,Greece,GRC,0.0,0.0,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,0,0,0.0,0.0
300,2011,Greece,GRC,0.0,0.0,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,0,0,0.0,0.0
300,2012,Greece,GRC,0.0,0.0,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,0,0,0.0,0.0
300,2013,Greece,GRC,0.0,0.0,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,0,0,0.0,0.0
300,2014,Greece,GRC,0.0,0.0,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,0,0,0.0,0.0
300,2015,Greece,GRC,0.0,0.0,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,0,0,0.0,0.0
300,2016,Greece,GRC,0.0,0.0,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,0,0,0.0,0.0
300,2017,Greece,GRC,0.0,0.0,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,0,0,0.0,0.0
300,2018,Greece,GRC,10.326,0.042,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,1,0,2.4271009676916133,3.030148601555493
300,2019,Greece,GRC,0.085,0.001,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,1,0,0.08157998699242285,0.08489797718816974
300,2020,Greece,GRC,0.0,0.0,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,1,0,0.0,0.0
300,2021,Greece,GRC,0.0,0.0,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,1,0,0.0,0.0
300,2022,Greece,GRC,0.0,0.0,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,1,0,0.0,0.0
300,2023,Greece,GRC,0.0,0.0,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,1,0,0.0,0.0
300,2024,Greece,GRC,0.0,0.0,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,1,0,0.0,0.0
344,2008,"China, Hong Kong SAR",HKG,51658.037,163.897,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,0,0,10.852420425361101,11.545548248130087
344,2009,"China, Hong Kong SAR",HKG,36372.884,161.062,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,0,0,10.501606323590769,11.194726011709353
344,2010,"China, Hong Kong SAR",HKG,61219.403,352.5,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,0,0,11.02223579529381,11.71536664136338
344,2011,"China, Hong Kong SAR",HKG,32414.622,83.67,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,0,0,10.386395746072228,11.079512077071051
344,2012,"China, Hong Kong SAR",HKG,15194.706,16.559,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,0,0,9.628768166923726,10.321849538336581
344,2013,"China, Hong Kong SAR",HKG,5094.054,29.66,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,0,0,8.536025544226764,9.228976446384014
344,2014,"China, Hong Kong SAR",HKG,10699.78,60.494,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,0,0,9.278071914989388,9.971125642234592
344,2015,"China, Hong Kong SAR",HKG,20554.922,110.279,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,0,0,9.93090435359237,10.62400288577928
344,2016,"China, Hong Kong SAR",HKG,8385.599,41.167,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,0,0,9.034390353751238,9.727418292911052
344,2017,"China, Hong Kong SAR",HKG,2749.868,13.377,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,0,0,7.919671777221576,8.612455403129548
344,2018,"China, Hong Kong SAR",HKG,6764.25,27.839,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,1,0,8.819554494837076,9.512553855737748
344,2019,"China, Hong Kong SAR",HKG,3581.447,65.453,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,1,0,8.183801365454721,8.876669387726572
344,2020,"China, Hong Kong SAR",HKG,2035.914,56.177,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,1,0,7.619191196386126,8.311847377966993
344,2021,"China, Hong Kong SAR",HKG,3318.224,21.517,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,1,0,8.107486299650507,8.800332182285494
344,2022,"China, Hong Kong SAR",HKG,2726.324,37.047,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,1,0,7.911076187669204,8.603856674854063
344,2023,"China, Hong Kong SAR",HKG,3675.63,6.992,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,1,0,8.209751850728258,8.902627024590572
344,2024,"China, Hong Kong SAR",HKG,4750.441,16.443,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,1,0,8.466203219442844,9.15913992646261
348,2008,Hungary,HUN,6547.84,22.192,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,0,0,8.787043213708735,9.480037689641478
348,2009,Hungary,HUN,10479.554,45.949,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,0,0,9.257276819073276,9.950328582553915
348,2010,Hungary,HUN,2422.715,3.3,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,0,0,7.793056766019385,8.48579131426941
348,2011,Hungary,HUN,320.0,13.8,156,China,CHN,848620,Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor devices or of electronic integrated circuits,0,0,0,5.771441123130016,6.461470617751027
